Fold,1_y_test,1_y_proba,3_y_test,3_y_proba,4_y_test,4_y_proba,d10wS_y_test,d10wS_y_proba,d15wS_y_test,d15wS_y_proba,d30wS_y_test,d30wS_y_proba
76.0,False,0.3545672278405261,False,0.3259358181142838,False,0.32633263301429505,False,0.3368358752982783,False,0.2192569541253752,False,0.20734133737758292
77.0,False,0.3545672278405261,False,0.3259358181142838,False,0.32633263301429505,False,0.34082908406696866,False,0.268987918466039,False,0.22247485523801314
78.0,False,0.3545672278405261,False,0.3259358181142838,False,0.32633263301429505,False,0.35216100177430426,False,0.24358041036275732,False,0.24553032047244358
79.0,False,0.3545672278405261,False,0.3259358181142838,False,0.32633263301429505,False,0.3579576977301556,False,0.2784093708026498,False,0.24467705412223562
80.0,False,0.3545672278405261,False,0.7731161595887616,False,0.6626942877635562,False,0.31643484244054443,False,0.8507142857142856,False,1.0
81.0,False,0.3545672278405261,False,0.3259358181142838,False,0.32633263301429505,False,0.36658441992443735,False,0.21097288305229916,False,0.21861691201493336
82.0,False,0.3545672278405261,False,0.3259358181142838,False,0.32633263301429505,False,0.3564115039955376,False,0.2263399637113038,False,0.20746623833666883
83.0,False,0.3545672278405261,False,0.7154241389788308,False,0.7861423503525782,False,0.36598266901136345,False,1.0,False,1.0
84.0,False,0.3545672278405261,False,0.3259358181142838,False,0.326332633014295,False,0.3346850404886119,False,0.2167097493124615,False,0.23225145757880936
85.0,False,0.3545672278405261,False,0.575214073598777,False,0.5275035898648917,False,0.33960958650032935,False,0.5015079365079365,False,0.44952380952380955
86.0,False,0.3545672278405261,False,0.575214073598777,False,0.5275035898648917,False,0.3353880292276788,False,0.4144444444444444,False,0.40857142857142853
87.0,False,0.3545672278405261,False,0.3259358181142838,False,0.326332633014295,False,0.3379642243223896,False,0.2431484348235057,False,0.22484845309256823
88.0,False,0.7084029428947906,False,0.6072727199328789,False,0.7157595090116562,False,0.7553469694807762,False,0.5993197311648988,False,0.6904761904761905
89.0,False,0.7084029428947906,False,0.7594246724191666,False,0.7089117993507033,False,0.7473346975489654,False,0.8593253968253969,False,0.8102380952380953
90.0,False,0.3545672278405261,False,0.3259358181142838,False,0.4416977530425861,False,0.38055900848017654,False,0.24324043124575528,False,0.4630952380952381
91.0,False,0.3545672278405261,False,0.3259358181142838,False,0.326332633014295,False,0.32931135553434626,False,0.2362440599420565,False,0.20214577451413315
92.0,False,0.7084029428947906,False,0.6072727199328789,False,0.5827387109788558,False,0.7408420185905306,False,0.6219927664927665,False,0.5432398561763886
93.0,False,0.7084029428947906,False,0.6072727199328789,False,0.7157595090116562,False,0.7271221143162544,False,0.5506333323058429,False,0.8157142857142858
94.0,False,0.3545672278405261,False,0.3259358181142838,False,0.326332633014295,False,0.376800364967465,False,0.24945624196449145,False,0.21054557475113791
95.0,False,0.3545672278405261,False,0.3259358181142838,False,0.326332633014295,False,0.3416285270967166,False,0.1796785302597331,False,0.19164595376470991
96.0,False,0.7084029428947906,False,0.6072727199328789,False,0.7213408050379295,False,0.6991416213244721,False,0.6204602638197031,False,1.0
97.0,False,0.3545672278405261,False,0.3259358181142838,False,0.326332633014295,False,0.3713584914870657,False,0.2713263462442669,False,0.17978309523011973
98.0,False,0.3545672278405261,False,0.3259358181142838,False,0.326332633014295,False,0.3553603807509989,False,0.2501608658315975,False,0.21444343572746477
99.0,False,0.3545672278405261,False,0.3259358181142838,False,0.326332633014295,False,0.3568469422437833,False,0.2503053969179118,False,0.23244241931791104
100.0,False,0.7084029428947906,False,0.6072727199328789,False,0.7030724882692743,False,0.7320006846873752,False,0.6243328754841547,False,1.0
