Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d10wS_y_test,d10wS_y_proba,d15wS_y_test,d15wS_y_proba,d30wS_y_test,d30wS_y_proba
0,True,0.4428633291331823,True,0.4859174877786536,True,0.4428633291331823,True,0.1317711034368492,True,0.33643382708274727,True,0.0
1,True,0.4428633291331823,True,0.4859174877786536,True,0.4428633291331823,True,0.16969055588620807,True,0.1544155844155844,True,0.0
2,True,0.5828688584784082,True,0.4859174430519639,True,0.5828688584784082,True,0.2842857142857143,True,0.35688429248736314,True,0.15
3,True,0.5828688584784082,True,0.4872725137725952,True,0.5828688584784082,True,0.6503761247501993,True,0.8333333333333333,True,0.9
4,True,0.4428633291331823,True,0.4859174877786536,True,0.4428633291331823,True,0.7259523809523809,True,0.34156295471248305,True,0.9137931034482758
5,True,0.5828688584784082,True,0.4860260700178421,True,0.5828688584784082,True,0.27,True,0.33463190030633316,True,0.2
6,True,0.5828688584784082,True,0.48593196980093517,True,0.5828688584784082,True,0.7510873440285205,True,0.42417748917748915,True,0.7958333333333333
7,True,0.5828688584784082,True,0.4859174877786536,True,0.5828688584784082,True,0.6535281823439718,True,0.3597284522862626,True,0.5932467532467534
8,True,0.4428633291331823,True,0.4860260700178421,True,0.4428633291331823,True,0.14529771228685892,True,0.2902697124253573,True,0.0
9,True,0.5828688584784082,True,0.5126724748059203,True,0.5828688584784082,True,1.0,True,0.8404761904761905,True,0.9
10,True,0.4428633291331823,True,0.48627071393343163,True,0.4428633291331823,True,0.21311131079291185,True,0.2,True,0.3
11,True,0.4428633291331823,True,0.48565919410474523,True,0.4428633291331823,True,0.12154101224761196,True,0.3165281598348203,True,0.0
12,True,0.5828688584784082,True,0.4859174877786536,True,0.5828688584784082,True,0.6177884615384616,True,0.33418770010706234,True,0.6464285714285715
13,True,0.5828688584784082,True,0.5369595466693453,True,0.5828688584784082,True,0.9202614379084967,True,1.0,True,0.8244444444444443
14,True,0.4428633291331823,True,0.48725846297910563,True,0.4428633291331823,True,0.16788527491525757,True,0.6183333333333334,True,0.11971916971916971
15,True,0.4428633291331823,True,0.48627071393343163,True,0.4428633291331823,True,0.19159170139174192,True,0.5449999999999999,True,0.9
16,True,0.4428633291331823,True,0.4859174877786536,True,0.4428633291331823,True,0.14937441399347162,True,0.3686055337750841,True,0.0
17,True,0.5828688584784082,True,0.4859174877786536,True,0.5828688584784082,True,0.6171451574741048,True,0.339743493246922,True,0.36831501831501834
18,True,0.4428633291331823,True,0.4859174430519639,True,0.4428633291331823,True,0.18456622166153697,True,0.309286082423179,True,0.0
19,True,0.4428633291331823,True,0.4859174430519639,True,0.4428633291331823,True,0.19396394948027107,True,0.4075235875235875,True,0.17857142857142855
20,True,0.5828688584784082,True,0.4872584216190098,True,0.5828688584784082,True,0.42079365079365083,True,0.32916666666666666,True,0.39166666666666666
21,True,0.4428633291331823,True,0.5379532385657214,True,0.4428633291331823,True,0.7938095238095237,True,0.6739285714285714,True,0.4333333333333333
22,True,0.4428633291331823,True,0.486359301612982,True,0.4428633291331823,True,0.9193548387096774,True,0.475,True,0.8033333333333333
23,True,0.5828688584784082,True,0.4859174877786536,True,0.5828688584784082,True,0.5877610693400166,True,0.2913442813386211,True,0.6213245088245087
24,True,0.5828688584784082,True,0.4859174877786536,True,0.5828688584784082,True,0.6613805475570181,True,0.3401761327740542,True,0.5484523809523809
